question_id,question,option_0,option_1,option_2,option_3,option_4,option_5,option_6,option_7,option_8,option_9,answer_index,cot_content,category,dialect
8001,"একটি আয়তক্ষেত্রের দৈর্ঘ্য $3x$ ইঞ্চি এবং প্রস্থ $x + 5$ ইঞ্চি। যদি এর ক্ষেত্রফল এবং পরিসীমার মান সমান হয়, তাহলে $x$ এর মান কত?",\frac{3}{10},\frac{5}{2},\frac{10}{3},3,\frac{3}{2},1,\frac{1}{2},4,5,2,5,,math,bn
8016,$2/\pi*\prod_{k=1}^{\infty} \frac{(2*k)^2}{(2*k-1)(2*k+1)}$ এর মান কত?,১.৪১৪,০.৭০৭,০.৫,৩.১৪,৪.০,১.০,১.৫৭,২.০,৬.২৮,২.৭১৮,5,,math,bn
8023,শব্দটির প্রতিসাম্য বিবেচনা করে *BANANA* শব্দের অক্ষরগুলিকে কতভাবে সাজানো যায়?,৫০,৪০,১০০,২৪,৩০,৬০,১২০,২০,১৫,১০,4,,math,bn
8032,"ধনাত্মক পূর্ণসংখ্যা N এবং N^2 উভয়ই ১০ ভিত্তিতে লেখা হলে একই চার অঙ্কের সিকোয়েন্স abcd দিয়ে শেষ হয়, যেখানে অঙ্ক a শূন্য নয়। তিন অঙ্কের সংখ্যা abc খুঁজে বের করুন।",৪৯১,২৫৪,৬২৫,৮১২,৩৬৮,৭৮৯,৯৩৭,৬৭৩,১২৩,৪৫৬,6,,math,bn
8037,"ধরা যাক $P_5(x)$ হল f(x)=sin(x) এর পঞ্চম ডিগ্রির টেইলর পলিনমিয়াল অ্যাপ্রক্সিমেশন, যার কেন্দ্র x=0। sin(1) এর পলিনমিয়াল অ্যাপ্রক্সিমেশনের ল্যাগ্রাঞ্জ ত্রুটি কত?",0.02098,0.00198,0.000198,0.01998,0.0198,0.19898,0.0000198,0.198,0.0000298,0.00298,2,,math,bn
8055,"রেজিস্টরের একটি চালানের গড় রেজিস্ট্যান্স ২০০ ওহম এবং স্ট্যান্ডার্ড ডেভিয়েশন ৫ ওহম, এবং রেজিস্ট্যান্সগুলি স্বাভাবিকভাবে বিতরণ করা হয়। ধরা যাক এলোমেলোভাবে বাছাই করা একটি রেজিস্টরের রেজিস্ট্যান্স ১৯৪ ওহমের কম। এর রেজিস্ট্যান্স ১৮৮ ওহমের বেশি হওয়ার সম্ভাবনা কত?",০.৯৩,০.০৭,০.২০,০.৩০,০.৩৫,০.১২,০.৯৯,০.৬৫,০.৫০,০.৮০,0,,math,bn
8056,"একটি টক শো-এর উপস্থাপক সম্প্রতি জানিয়েছেন যে তার অন-এয়ার প্রশ্নের জবাবে, তার প্রকাশিত ঠিকানায় প্রাপ্ত ২৫০০-এরও বেশি ই-মেইল বার্তার ৮২% শিশুদের কাছে মাদক বিক্রির অপরাধে দোষী সাব্যস্ত যে কারও জন্য মৃত্যুদণ্ডের পক্ষে মত দিয়েছে। এটি কী নির্দেশ করে?",জরিপটি পক্ষপাতদুষ্ট কারণ এতে শুধুমাত্র ই-মেইল ব্যবহারের সুযোগ আছে এমন শ্রোতাদের অন্তর্ভুক্ত করা হয়েছে।,জরিপটি আরও অর্থপূর্ণ হতো যদি তিনি একটি নিয়ন্ত্রণ গোষ্ঠী ব্যবহার করতেন।,জরিপটি নির্ভুল কারণ এতে বড় সংখ্যক প্রতিক্রিয়া অন্তর্ভুক্ত রয়েছে।,জরিপটি আরও অর্থপূর্ণ হতো যদি তিনি প্রতিক্রিয়া জানানো ২৫০০ শ্রোতার মধ্য থেকে একটি এলোমেলো নমুনা বেছে নিতেন।,জরিপটি বৈধ কারণ এটি অনুষ্ঠানের শ্রোতাদের মতামতকে প্রতিনিধিত্ব করে।,জরিপটি আরও অর্থপূর্ণ হতো যদি তিনি তার দৃষ্টিভঙ্গির সাথে অসম্মত শ্রোতাদের অন্তর্ভুক্ত করতেন।,স্বেচ্ছামূলক প্রতিক্রিয়া পক্ষপাতের কারণে জরিপটি অর্থহীন।,জরিপটি দেখায় যে উপস্থাপকের অধিকাংশ শ্রোতা মাদক বিক্রেতাদের জন্য মৃত্যুদণ্ডের পক্ষে।,,,6,,math,bn
8084,একটি ছয় ফলকের ছক্কা (যার ফলকগুলি স্বাভাবিকভাবে 1 থেকে 6 সংখ্যা দ্বারা চিহ্নিত) জাল বলে জানা যায়: যেকোনো জোড় সংখ্যা পাওয়ার সম্ভাবনা যেকোনো বিজোড় সংখ্যা পাওয়ার সম্ভাবনার দ্বিগুণ। এই ছক্কাটি দুইবার ছুঁড়লে প্রথম ছোঁড়ায় 5 এবং দ্বিতীয় ছোঁড়ায় 6 পাওয়ার সম্ভাবনা কত?,1/27,2/81,1/9,1/18,2/9,3/81,2/27,1/81,3/27,2/18,1,,math,bn
8086,"ধরা যাক I ≠ A ≠ -I, যেখানে I হল একক ম্যাট্রিক্স এবং A হল একটি বাস্তব 2 × 2 ম্যাট্রিক্স। যদি A = A^(-1) হয়, তবে A এর ট্রেস হবে",0.5,0,3,1,-2,2,-4,4,-3,-1,1,,math,bn
8088,"ধরা যাক T: R^2 -> R^2 একটি রৈখিক রূপান্তর যা বিন্দু (1, 2) কে (2, 3) তে এবং বিন্দু (-1, 2) কে (2, -3) তে রূপান্তরিত করে। তাহলে T বিন্দু (2, 1) কে যে বিন্দুতে রূপান্তরিত করবে তা হল","(2, 5)","(4, -3)","(0, 0)","(3, 2)","(5, -1)","(-2, 1)","(1, 6)","(-1, 4)","(-3, 2)","(-4, 3)",6,,math,bn
8097,"একটি কঠিন বস্তুর ভিত্তি হল x^2 = 4y এবং y = 2 রেখা দ্বারা আবদ্ধ অঞ্চল, এবং y-অক্ষের লম্বভাবে প্রতিটি তল প্রস্থচ্ছেদ একটি বর্গক্ষেত্র। কঠিন বস্তুটির আয়তন হল",৮,৩২,৩৬,২৮,৪৮,৪৪,১৬,৪০,২৪,২০,1,,math,bn
8107,"ধরা যাক $p$, $q$ এবং $r$ ধ্রুবক। সমীকরণ $(x-p)(x-q) = (r-p)(r-q)$ এর একটি সমাধান হল $x=r$। $p$, $q$ এবং $r$ এর মাধ্যমে অন্য সমাধানটি নির্ণয় করুন।",r-p-q,p+q-r,p-q-r,pq-r,(p+q)/r,pqr,p*q/r,p*r/q,q*r/p,(p*q)/r,1,,math,bn
8114,"১০০০ জনের একটি দলে, কমপক্ষে কতজন লোকের একই জন্মদিন থাকতে হবে?",কমপক্ষে ৫০ জন,কমপক্ষে ২৩ জন,কমপক্ষে ১০০ জন,২০,কমপক্ষে ৫ জন,১০,কমপক্ষে ৩৬৭ জন,২,কমপক্ষে ১ জন,৩,9,,math,bn
8165,"নির্ভরণ রেখার ক্ষেত্রে, অবশিষ্টাংশ সম্পর্কে নিম্নলিখিত কোন বিবৃতিটি সত্য?",অবশিষ্টাংশের সমষ্টি সর্বদা এক হয়।,"যদি সহগতি ০ হয়, তবে অবশিষ্টাংশ প্লটে একটি সুনির্দিষ্ট প্যাটার্ন থাকবে।","অবশিষ্টাংশ যত বড় হবে, রৈখিক মডেল তত ভালো হবে।",অবশিষ্টাংশ সর্বদা ঋণাত্মক হয়।,"যদি সহগতি ১ হয়, তবে অবশিষ্টাংশ প্লটে একটি সুনির্দিষ্ট প্যাটার্ন থাকবে।",অবশিষ্টাংশ প্লট সর্বদা একটি সরল রেখা হবে।,প্রভাবশালী স্কোরগুলির বড় অবশিষ্টাংশ থাকে।,অবশিষ্টাংশের গড় সর্বদা শূন্য হয়।,"যদি রৈখিক মডেল ভালো হয়, তবে ধনাত্মক অবশিষ্টাংশের সংখ্যা ঋণাত্মক অবশিষ্টাংশের সংখ্যার সমান হবে।",অবশিষ্টাংশ কখনোই শূন্য হতে পারে না।,7,,math,bn
8170,৪/৭ + ২/৭ এর মান নির্ণয় কর।,২/৭,৬/৭,১৪/২৮,৬/১৪,১/২,৮/১৪,৭/১৪,১০/৭,৮/৪৯,৪/১৪,1,,math,bn
8182,সঠিক উত্তরটি নির্ণয় করুন: ৩৬৫ + ৫৬,৩২০,৩৩০,৪০০,৪২১,৩০০,৩১১,৪১০,৩১৫,৩০৯,৪০৫,3,,math,bn
8187,"বিবৃতি ১ | f : X → Y অবিচ্ছিন্ন এবং X কমপ্যাক্ট। f অবশ্যই একরূপভাবে অবিচ্ছিন্ন হবে। বিবৃতি ২ | যদি f(x), g(x) : R → R সর্বত্র অন্তরণযোগ্য হয় তবে f(g(x)) অবশ্যই সর্বত্র অন্তরণযোগ্য হবে।","প্রযোজ্য নয়, প্রযোজ্য নয়","সত্য, মিথ্যা","উভয় বিবৃতিই প্রযোজ্য, কিন্তু সত্য বা মিথ্যা হিসেবে নির্দিষ্টভাবে শ্রেণীবদ্ধ করা যায় না।","মিথ্যা, প্রযোজ্য নয়","মিথ্যা, সত্য","সত্য, প্রযোজ্য নয়","মিথ্যা, মিথ্যা","প্রযোজ্য নয়, সত্য","প্রযোজ্য নয়, মিথ্যা","সত্য, সত্য",9,,math,bn
